date,month,is_weekend,num_appliances_used,peak_hour_usage,off_peak_usage,daily_kwh,monthly_kwh,monthly_bill,usage_label
21-01-2020,1,0,5,3.259,2.65,7.395,237.32,1591.7,0
22-01-2020,1,0,5,3.565,2.716,7.713,237.32,1591.7,0
23-01-2020,1,0,5,3.302,2.799,7.244,237.32,1591.7,0
24-01-2020,1,0,4,3.117,2.575,7.43,237.32,1591.7,0
25-01-2020,1,1,6,4.398,2.648,8.433,237.32,1591.7,1
26-01-2020,1,1,5,4.317,2.575,8.246,237.32,1591.7,0
27-01-2020,1,0,5,3.225,2.842,7.772,237.32,1591.7,0
28-01-2020,1,0,5,3.06,2.752,7.397,237.32,1591.7,0
29-01-2020,1,0,5,3.326,2.958,7.505,237.32,1591.7,0
30-01-2020,1,0,4,2.462,2.716,7.178,237.32,1591.7,0
31-01-2020,1,0,5,3.166,2.823,7.013,237.32,1591.7,0
01-02-2020,2,1,6,3.211,2.578,6.876,210.88,1373.61,0
02-02-2020,2,1,4,3.23,2.626,7.623,210.88,1373.61,0
03-02-2020,2,0,5,2.52,2.738,7.458,210.88,1373.61,0
04-02-2020,2,0,5,3.669,2.702,7.64,210.88,1373.61,0
05-02-2020,2,0,5,3.256,2.561,7.482,210.88,1373.61,0
06-02-2020,2,0,5,2.745,2.926,6.694,210.88,1373.61,0
07-02-2020,2,0,5,3.446,2.431,7.005,210.88,1373.61,0
08-02-2020,2,1,5,4.445,2.398,8.796,210.88,1373.61,1
09-02-2020,2,1,6,4.403,3.073,9.122,210.88,1373.61,1
10-02-2020,2,0,4,3.025,1.382,6.372,210.88,1373.61,0
11-02-2020,2,0,5,3.343,2.236,7.514,210.88,1373.61,0
12-02-2020,2,0,4,3.461,2.576,6.701,210.88,1373.61,0
13-02-2020,2,0,5,3.062,2.594,6.678,210.88,1373.61,0
14-02-2020,2,0,5,3.262,3.07,7.942,210.88,1373.61,0
15-02-2020,2,1,7,4.247,2.532,7.6,210.88,1373.61,0
16-02-2020,2,1,5,3.405,2.171,6.654,210.88,1373.61,0
17-02-2020,2,0,4,3.467,2.1,7.638,210.88,1373.61,0
18-02-2020,2,0,4,3.923,2.295,7.501,210.88,1373.61,0
19-02-2020,2,0,5,2.9,2.786,7.47,210.88,1373.61,0
20-02-2020,2,0,4,3.485,2.69,7.664,210.88,1373.61,0
21-02-2020,2,0,5,2.913,2.283,6.424,210.88,1373.61,0
22-02-2020,2,1,4,3.953,2.276,7.063,210.88,1373.61,0
23-02-2020,2,1,4,4.503,2.017,8.113,210.88,1373.61,0
24-02-2020,2,0,5,3.042,2.148,7.272,210.88,1373.61,0
25-02-2020,2,0,5,3.244,2.614,7.097,210.88,1373.61,0
26-02-2020,2,0,4,2.379,2.681,6.587,210.88,1373.61,0
27-02-2020,2,0,4,2.834,1.991,5.717,210.88,1373.61,0
28-02-2020,2,0,4,2.337,2.273,5.841,210.88,1373.61,0
29-02-2020,2,1,6,4.372,2.327,8.335,210.88,1373.61,1
01-03-2020,3,1,7,4.683,2.759,9.239,226.71,1491.79,1
02-03-2020,3,0,4,3.011,2.083,6.816,226.71,1491.79,0
03-03-2020,3,0,4,3.214,1.622,5.523,226.71,1491.79,0
04-03-2020,3,0,5,3.12,2.601,7.038,226.71,1491.79,0
05-03-2020,3,0,4,3.396,2.109,6.618,226.71,1491.79,0
06-03-2020,3,0,5,3.302,2.24,6.918,226.71,1491.79,0
07-03-2020,3,1,7,3.556,2.631,7.643,226.71,1491.79,0
08-03-2020,3,1,5,4.426,2.406,8.759,226.71,1491.79,1
09-03-2020,3,0,5,3.094,2.437,7.149,226.71,1491.79,0
10-03-2020,3,0,5,2.742,1.811,6.62,226.71,1491.79,0
11-03-2020,3,0,5,3.074,2.467,6.761,226.71,1491.79,0
12-03-2020,3,0,4,2.339,1.627,4.899,226.71,1491.79,0
13-03-2020,3,0,5,2.75,2.531,7.363,226.71,1491.79,0
14-03-2020,3,1,7,4.407,2.836,8.916,226.71,1491.79,1
15-03-2020,3,1,5,4.141,1.889,7.233,226.71,1491.79,0
16-03-2020,3,0,5,3.373,2.399,7.447,226.71,1491.79,0
17-03-2020,3,0,4,3.101,2.517,7.452,226.71,1491.79,0
18-03-2020,3,0,5,2.973,2.165,6.686,226.71,1491.79,0
19-03-2020,3,0,4,3.078,2.402,6.688,226.71,1491.79,0
20-03-2020,3,0,4,2.925,1.364,5.612,226.71,1491.79,0
21-03-2020,3,1,5,3.4,2.629,7.645,226.71,1491.79,0
22-03-2020,3,1,7,4.041,2.509,8.13,226.71,1491.79,0
23-03-2020,3,0,5,3.606,2.223,7.814,226.71,1491.79,0
24-03-2020,3,0,5,3.885,2.595,7.87,226.71,1491.79,0
25-03-2020,3,0,4,3.361,2.719,7.194,226.71,1491.79,0
26-03-2020,3,0,4,3.717,2.346,8.594,226.71,1491.79,1
27-03-2020,3,0,4,3.134,2.683,7.387,226.71,1491.79,0
28-03-2020,3,1,6,4.897,1.934,8.665,226.71,1491.79,1
29-03-2020,3,1,4,4.722,2.4,8.831,226.71,1491.79,1
30-03-2020,3,0,5,2.557,2.26,6.392,226.71,1491.79,0
31-03-2020,3,0,5,3.339,2.064,6.812,226.71,1491.79,0
01-04-2020,4,0,6,4.635,1.821,6.834,265.38,1782.77,0
02-04-2020,4,0,7,4.58,2.684,8.339,265.38,1782.77,1
03-04-2020,4,0,6,4.797,2.663,9.092,265.38,1782.77,1
04-04-2020,4,1,7,5.566,2.903,8.881,265.38,1782.77,1
05-04-2020,4,1,6,5.106,2.753,9.388,265.38,1782.77,1
06-04-2020,4,0,7,4.739,2.268,8.771,265.38,1782.77,1
07-04-2020,4,0,6,5.082,2.787,9.702,265.38,1782.77,1
08-04-2020,4,0,6,4.673,2.819,9.231,265.38,1782.77,1
09-04-2020,4,0,7,5.001,2.422,9.306,265.38,1782.77,1
10-04-2020,4,0,6,4.489,2.409,9.04,265.38,1782.77,1
11-04-2020,4,1,6,5.581,2.12,9.639,265.38,1782.77,1
12-04-2020,4,1,7,5.066,2.944,9.589,265.38,1782.77,1
13-04-2020,4,0,7,4.55,2.046,8.042,265.38,1782.77,0
14-04-2020,4,0,6,4.559,2.56,8.665,265.38,1782.77,1
15-04-2020,4,0,6,4.089,2.221,7.7,265.38,1782.77,0
16-04-2020,4,0,5,4.118,1.968,8.033,265.38,1782.77,0
17-04-2020,4,0,7,4.875,1.938,8.542,265.38,1782.77,1
18-04-2020,4,1,9,5.902,2.635,9.885,265.38,1782.77,1
19-04-2020,4,1,6,5.723,2.021,9.774,265.38,1782.77,1
20-04-2020,4,0,7,4.51,2.517,8.41,265.38,1782.77,1
21-04-2020,4,0,5,4.473,2.831,8.426,265.38,1782.77,1
22-04-2020,4,0,6,4.331,2.46,8.287,265.38,1782.77,0
23-04-2020,4,0,7,5.032,3.099,9.301,265.38,1782.77,1
24-04-2020,4,0,7,5.226,2.205,9.305,265.38,1782.77,1
25-04-2020,4,1,8,5.893,2.216,9.271,265.38,1782.77,1
26-04-2020,4,1,8,6.124,2.292,9.87,265.38,1782.77,1
27-04-2020,4,0,5,4.463,2.28,8.619,265.38,1782.77,1
28-04-2020,4,0,5,4.772,3.117,9.104,265.38,1782.77,1
29-04-2020,4,0,7,4.78,2.001,8.445,265.38,1782.77,1
30-04-2020,4,0,6,4.19,2.586,7.887,265.38,1782.77,0
01-05-2020,5,0,5,4.549,2.09,8.237,276.4,1816.35,0
02-05-2020,5,1,8,5.302,2.533,9.562,276.4,1816.35,1
03-05-2020,5,1,8,6.636,2.223,10.342,276.4,1816.35,1
04-05-2020,5,0,5,4.316,2.564,8.393,276.4,1816.35,1
05-05-2020,5,0,7,5.008,2.487,9.173,276.4,1816.35,1
06-05-2020,5,0,6,4.595,2.726,8.709,276.4,1816.35,1
07-05-2020,5,0,6,4.107,2.453,8.416,276.4,1816.35,1
08-05-2020,5,0,6,3.841,1.821,7.71,276.4,1816.35,0
09-05-2020,5,1,9,6.15,3.029,10.309,276.4,1816.35,1
10-05-2020,5,1,7,6.17,1.896,10.273,276.4,1816.35,1
11-05-2020,5,0,5,4.156,1.739,7.274,276.4,1816.35,0
12-05-2020,5,0,6,3.937,2.125,8.36,276.4,1816.35,1
13-05-2020,5,0,7,4.62,2.229,8.233,276.4,1816.35,0
14-05-2020,5,0,7,4.375,2.919,9.077,276.4,1816.35,1
15-05-2020,5,0,7,4.49,2.449,8.72,276.4,1816.35,1
16-05-2020,5,1,7,5.794,2.874,10.013,276.4,1816.35,1
17-05-2020,5,1,5,5.23,2.13,8.889,276.4,1816.35,1
18-05-2020,5,0,5,4.118,2.395,8.589,276.4,1816.35,1
19-05-2020,5,0,7,4.985,2.642,8.998,276.4,1816.35,1
20-05-2020,5,0,6,4.867,2.609,8.809,276.4,1816.35,1
21-05-2020,5,0,6,4.465,2.261,7.765,276.4,1816.35,0
22-05-2020,5,0,7,4.805,2.387,9.319,276.4,1816.35,1
23-05-2020,5,1,7,5.758,2.411,9.477,276.4,1816.35,1
24-05-2020,5,1,6,5.57,1.904,9.454,276.4,1816.35,1
25-05-2020,5,0,7,4.766,2.475,8.5,276.4,1816.35,1
26-05-2020,5,0,6,5.173,2.285,9.425,276.4,1816.35,1
27-05-2020,5,0,6,4.833,2.574,9.23,276.4,1816.35,1
28-05-2020,5,0,6,4.42,2.427,8.256,276.4,1816.35,0
29-05-2020,5,0,6,4.422,2.801,8.429,276.4,1816.35,1
30-05-2020,5,1,6,5.177,2.421,8.837,276.4,1816.35,1
31-05-2020,5,1,8,5.953,2.431,9.618,276.4,1816.35,1
01-06-2020,6,0,5,4.201,2.317,8.444,257.17,1743,1
02-06-2020,6,0,5,4.28,2.517,8.361,257.17,1743,1
03-06-2020,6,0,5,4.873,1.768,7.695,257.17,1743,0
04-06-2020,6,0,7,4.827,2.285,8.511,257.17,1743,1
05-06-2020,6,0,6,5.079,2.192,8.719,257.17,1743,1
06-06-2020,6,1,7,5.869,2.623,9.136,257.17,1743,1
07-06-2020,6,1,6,4.929,2.558,8.908,257.17,1743,1
08-06-2020,6,0,5,4.409,2.33,8.528,257.17,1743,1
09-06-2020,6,0,7,5.146,1.756,8.347,257.17,1743,1
10-06-2020,6,0,6,4.111,1.904,7.617,257.17,1743,0
11-06-2020,6,0,5,4.618,2.228,8.54,257.17,1743,1
12-06-2020,6,0,6,4.584,2.25,8.197,257.17,1743,0
13-06-2020,6,1,7,4.848,2.502,9.142,257.17,1743,1
14-06-2020,6,1,6,5.448,2.259,9.79,257.17,1743,1
15-06-2020,6,0,5,4.115,2.759,7.764,257.17,1743,0
16-06-2020,6,0,6,4.133,1.712,7.207,257.17,1743,0
17-06-2020,6,0,7,4.754,2.591,9.777,257.17,1743,1
18-06-2020,6,0,6,3.828,2.648,8.044,257.17,1743,0
19-06-2020,6,0,6,4.33,2.61,8.426,257.17,1743,1
20-06-2020,6,1,7,6.57,2.736,10.703,257.17,1743,1
21-06-2020,6,1,6,5.66,2.679,10.349,257.17,1743,1
22-06-2020,6,0,6,4.247,2.219,7.59,257.17,1743,0
23-06-2020,6,0,7,5.312,2.17,9.352,257.17,1743,1
24-06-2020,6,0,6,4.203,1.79,7.382,257.17,1743,0
25-06-2020,6,0,6,4.379,2.291,7.87,257.17,1743,0
26-06-2020,6,0,5,3.99,2.067,7.465,257.17,1743,0
27-06-2020,6,1,8,5.802,2.948,10.231,257.17,1743,1
28-06-2020,6,1,7,6.097,2.414,9.812,257.17,1743,1
29-06-2020,6,0,6,4.2,2.091,8.236,257.17,1743,0
30-06-2020,6,0,6,3.776,2.043,7.022,257.17,1743,0
01-07-2020,7,0,4,3.536,2.797,7.889,227.3,1448.65,0
02-07-2020,7,0,4,3.722,2.193,7.63,227.3,1448.65,0
03-07-2020,7,0,4,2.302,1.966,5.82,227.3,1448.65,0
04-07-2020,7,1,6,4.384,2.437,8.63,227.3,1448.65,1
05-07-2020,7,1,5,4.141,2.869,8.337,227.3,1448.65,1
06-07-2020,7,0,5,2.935,2.183,6.867,227.3,1448.65,0
07-07-2020,7,0,4,2.542,2.406,6.709,227.3,1448.65,0
08-07-2020,7,0,4,3.497,2.556,7.94,227.3,1448.65,0
09-07-2020,7,0,4,3.172,1.633,5.551,227.3,1448.65,0
10-07-2020,7,0,4,3.202,2.008,6.914,227.3,1448.65,0
11-07-2020,7,1,6,3.951,2.718,8.53,227.3,1448.65,1
12-07-2020,7,1,7,4.029,2.29,7.654,227.3,1448.65,0
13-07-2020,7,0,4,2.118,2.324,5.723,227.3,1448.65,0
14-07-2020,7,0,4,3.009,1.972,6.2,227.3,1448.65,0
15-07-2020,7,0,4,3.676,2.066,6.829,227.3,1448.65,0
16-07-2020,7,0,5,2.894,2.13,6.79,227.3,1448.65,0
17-07-2020,7,0,5,2.641,2.491,7.545,227.3,1448.65,0
18-07-2020,7,1,5,4.224,2.36,7.862,227.3,1448.65,0
19-07-2020,7,1,6,4.448,2.43,8.191,227.3,1448.65,0
20-07-2020,7,0,5,3.016,3.052,7.574,227.3,1448.65,0
21-07-2020,7,0,5,3.11,2.822,6.791,227.3,1448.65,0
22-07-2020,7,0,5,3.356,1.706,6.284,227.3,1448.65,0
23-07-2020,7,0,4,3.038,2.067,6.582,227.3,1448.65,0
24-07-2020,7,0,4,3.5,2.928,7.57,227.3,1448.65,0
25-07-2020,7,1,7,5.325,2.328,9.632,227.3,1448.65,1
26-07-2020,7,1,6,3.516,3.026,7.524,227.3,1448.65,0
27-07-2020,7,0,5,3.742,2.172,7.774,227.3,1448.65,0
28-07-2020,7,0,5,3.292,2.23,7.609,227.3,1448.65,0
29-07-2020,7,0,5,3.805,2.559,8.017,227.3,1448.65,0
30-07-2020,7,0,4,3.39,2.173,7.008,227.3,1448.65,0
31-07-2020,7,0,5,3.274,2.448,7.321,227.3,1448.65,0
01-08-2020,8,1,7,4.654,2.972,8.95,226.9,1470.99,1
02-08-2020,8,1,5,3.892,2.528,7.106,226.9,1470.99,0
03-08-2020,8,0,5,2.94,2.342,6.39,226.9,1470.99,0
04-08-2020,8,0,4,3.424,2.702,7.622,226.9,1470.99,0
05-08-2020,8,0,5,2.912,2.563,6.599,226.9,1470.99,0
06-08-2020,8,0,4,3.357,1.98,6.672,226.9,1470.99,0
07-08-2020,8,0,5,3.262,2.894,7.848,226.9,1470.99,0
08-08-2020,8,1,5,3.118,2.493,7.169,226.9,1470.99,0
09-08-2020,8,1,5,3.82,2.236,7.979,226.9,1470.99,0
10-08-2020,8,0,5,3.384,1.694,6.696,226.9,1470.99,0
11-08-2020,8,0,5,3.088,1.887,6.616,226.9,1470.99,0
12-08-2020,8,0,4,2.081,2.71,6.006,226.9,1470.99,0
13-08-2020,8,0,4,3.628,2.722,7.318,226.9,1470.99,0
14-08-2020,8,0,5,3.318,2.326,6.979,226.9,1470.99,0
15-08-2020,8,1,6,4.377,1.869,7.455,226.9,1470.99,0
16-08-2020,8,1,5,3.861,1.974,7.268,226.9,1470.99,0
17-08-2020,8,0,4,3.313,1.713,6.1,226.9,1470.99,0
18-08-2020,8,0,4,3.834,1.702,7.373,226.9,1470.99,0
19-08-2020,8,0,5,2.956,2.908,7.072,226.9,1470.99,0
20-08-2020,8,0,4,3.767,2.818,7.939,226.9,1470.99,0
21-08-2020,8,0,5,3.409,1.964,6.865,226.9,1470.99,0
22-08-2020,8,1,5,3.702,2.297,7.948,226.9,1470.99,0
23-08-2020,8,1,7,5.235,2.115,9.553,226.9,1470.99,1
24-08-2020,8,0,4,3.257,2.195,7.683,226.9,1470.99,0
25-08-2020,8,0,5,3.521,2.792,7.3,226.9,1470.99,0
26-08-2020,8,0,5,3.142,2.624,7.117,226.9,1470.99,0
27-08-2020,8,0,5,2.931,2.543,6.749,226.9,1470.99,0
28-08-2020,8,0,4,3.167,2.142,6.957,226.9,1470.99,0
29-08-2020,8,1,4,4.533,2.579,8.736,226.9,1470.99,1
30-08-2020,8,1,6,4.076,2.594,7.937,226.9,1470.99,0
31-08-2020,8,0,5,3.239,2.421,6.895,226.9,1470.99,0
01-09-2020,9,0,4,3.683,2.165,6.949,212.09,1335.67,0
02-09-2020,9,0,5,3.13,2.396,5.964,212.09,1335.67,0
03-09-2020,9,0,4,3.304,2.286,6.571,212.09,1335.67,0
04-09-2020,9,0,5,3.601,2.138,7.586,212.09,1335.67,0
05-09-2020,9,1,4,3.821,1.968,7.875,212.09,1335.67,0
06-09-2020,9,1,5,4.174,2.001,8.214,212.09,1335.67,0
07-09-2020,9,0,4,3.364,1.92,7.148,212.09,1335.67,0
08-09-2020,9,0,4,2.94,2.144,6.179,212.09,1335.67,0
09-09-2020,9,0,4,3.426,2.094,6.548,212.09,1335.67,0
10-09-2020,9,0,5,3.031,2.114,5.921,212.09,1335.67,0
11-09-2020,9,0,4,2.83,1.992,6.089,212.09,1335.67,0
12-09-2020,9,1,4,3.289,2.288,7.112,212.09,1335.67,0
13-09-2020,9,1,5,3.849,2.713,7.659,212.09,1335.67,0
14-09-2020,9,0,4,2.774,2.197,6.643,212.09,1335.67,0
15-09-2020,9,0,5,3.09,2.277,7.128,212.09,1335.67,0
16-09-2020,9,0,4,3.345,1.92,6.575,212.09,1335.67,0
17-09-2020,9,0,5,2.56,2.233,5.757,212.09,1335.67,0
18-09-2020,9,0,5,2.46,2.657,7.169,212.09,1335.67,0
19-09-2020,9,1,5,3.75,2.611,7.875,212.09,1335.67,0
20-09-2020,9,1,7,4.534,2.79,9.6,212.09,1335.67,1
21-09-2020,9,0,4,3.216,2.481,7.234,212.09,1335.67,0
22-09-2020,9,0,5,2.944,2.431,6.94,212.09,1335.67,0
23-09-2020,9,0,5,3.718,2.42,7.252,212.09,1335.67,0
24-09-2020,9,0,5,2.987,2.373,6.691,212.09,1335.67,0
25-09-2020,9,0,5,3.435,2.175,6.486,212.09,1335.67,0
26-09-2020,9,1,5,3.905,2.325,7.193,212.09,1335.67,0
27-09-2020,9,1,6,3.852,2.465,8.113,212.09,1335.67,0
28-09-2020,9,0,5,3.008,2.49,6.885,212.09,1335.67,0
29-09-2020,9,0,5,3.544,2.33,7.205,212.09,1335.67,0
30-09-2020,9,0,5,3.394,2.932,7.53,212.09,1335.67,0
01-10-2020,10,0,4,3.487,1.837,6.67,228.57,1472.67,0
02-10-2020,10,0,4,3.244,2.426,7.623,228.57,1472.67,0
03-10-2020,10,1,5,3.406,2.288,7.252,228.57,1472.67,0
04-10-2020,10,1,5,4.896,2.301,8.225,228.57,1472.67,0
05-10-2020,10,0,4,3.25,1.956,7.118,228.57,1472.67,0
06-10-2020,10,0,5,3.456,2.606,8.252,228.57,1472.67,0
07-10-2020,10,0,4,2.949,2.396,7.043,228.57,1472.67,0
08-10-2020,10,0,4,3.545,2.45,7.852,228.57,1472.67,0
09-10-2020,10,0,5,2.813,2.351,7.152,228.57,1472.67,0
10-10-2020,10,1,6,4.444,2.303,7.584,228.57,1472.67,0
11-10-2020,10,1,4,3.068,2.18,7.494,228.57,1472.67,0
12-10-2020,10,0,4,3.371,2.33,7.641,228.57,1472.67,0
13-10-2020,10,0,5,2.818,1.698,6.212,228.57,1472.67,0
14-10-2020,10,0,4,3.211,2.462,7.123,228.57,1472.67,0
15-10-2020,10,0,5,3.793,3.028,7.786,228.57,1472.67,0
16-10-2020,10,0,5,3.579,2.444,7.39,228.57,1472.67,0
17-10-2020,10,1,6,4.69,2.316,8.685,228.57,1472.67,1
18-10-2020,10,1,4,4.348,2.152,7.558,228.57,1472.67,0
19-10-2020,10,0,4,2.89,2.412,6.774,228.57,1472.67,0
20-10-2020,10,0,4,3.339,2.123,6.489,228.57,1472.67,0
21-10-2020,10,0,5,2.56,2.561,6.467,228.57,1472.67,0
22-10-2020,10,0,4,2.825,2.148,5.932,228.57,1472.67,0
23-10-2020,10,0,5,3.807,2.814,7.538,228.57,1472.67,0
24-10-2020,10,1,6,4.046,2.906,8.588,228.57,1472.67,1
25-10-2020,10,1,7,3.603,2.401,7.272,228.57,1472.67,0
26-10-2020,10,0,5,4.055,2.276,7.637,228.57,1472.67,0
27-10-2020,10,0,5,3.475,2.293,7.015,228.57,1472.67,0
28-10-2020,10,0,4,3.406,2.197,8.192,228.57,1472.67,0
29-10-2020,10,0,5,2.858,2.016,6.617,228.57,1472.67,0
30-10-2020,10,0,5,3.364,1.974,7.124,228.57,1472.67,0
31-10-2020,10,1,6,4.303,2.775,8.268,228.57,1472.67,0
01-11-2020,11,1,6,3.871,3.227,8.8,231.77,1549.51,1
02-11-2020,11,0,5,3.182,3.122,7.713,231.77,1549.51,0
03-11-2020,11,0,5,2.65,2.779,6.616,231.77,1549.51,0
04-11-2020,11,0,4,2.961,3.268,8.501,231.77,1549.51,1
05-11-2020,11,0,5,3.64,2.793,8.162,231.77,1549.51,0
06-11-2020,11,0,4,2.801,2.959,7.469,231.77,1549.51,0
07-11-2020,11,1,6,4.963,2.483,8.557,231.77,1549.51,1
08-11-2020,11,1,6,3.626,2.831,7.449,231.77,1549.51,0
09-11-2020,11,0,4,2.996,2.653,7.126,231.77,1549.51,0
10-11-2020,11,0,5,2.987,2.78,7.038,231.77,1549.51,0
11-11-2020,11,0,5,3.178,2.402,7.325,231.77,1549.51,0
12-11-2020,11,0,5,3.799,3.011,8.582,231.77,1549.51,1
13-11-2020,11,0,4,2.706,3.009,7.241,231.77,1549.51,0
14-11-2020,11,1,7,4.169,2.777,8.777,231.77,1549.51,1
15-11-2020,11,1,5,4.312,2.456,8.345,231.77,1549.51,1
16-11-2020,11,0,5,3.287,2.569,7.007,231.77,1549.51,0
17-11-2020,11,0,5,3.32,2.949,7.69,231.77,1549.51,0
18-11-2020,11,0,4,2.714,2.521,6.789,231.77,1549.51,0
19-11-2020,11,0,5,3.221,2.76,7.853,231.77,1549.51,0
20-11-2020,11,0,5,3.703,2.478,7.771,231.77,1549.51,0
21-11-2020,11,1,4,3.256,3.294,7.821,231.77,1549.51,0
22-11-2020,11,1,6,3.921,2.922,8.729,231.77,1549.51,1
23-11-2020,11,0,4,2.374,3.045,7.071,231.77,1549.51,0
24-11-2020,11,0,5,3.465,2.948,8.531,231.77,1549.51,1
25-11-2020,11,0,4,3.59,2.687,7.812,231.77,1549.51,0
26-11-2020,11,0,4,3.027,2.672,6.784,231.77,1549.51,0
27-11-2020,11,0,5,2.848,2.582,7.401,231.77,1549.51,0
28-11-2020,11,1,5,3.66,2.665,7.594,231.77,1549.51,0
29-11-2020,11,1,5,3.931,2.498,8.047,231.77,1549.51,0
30-11-2020,11,0,5,3.13,2.465,7.169,231.77,1549.51,0
01-12-2020,12,0,4,3.465,3.326,8.309,236.19,1433.49,0
02-12-2020,12,0,5,2.982,2.884,7.298,236.19,1433.49,0
03-12-2020,12,0,4,3.274,3.14,7.253,236.19,1433.49,0
04-12-2020,12,0,4,2.978,2.462,6.539,236.19,1433.49,0
05-12-2020,12,1,4,3.602,2.325,7.876,236.19,1433.49,0
06-12-2020,12,1,6,4.068,2.607,8.347,236.19,1433.49,1
07-12-2020,12,0,5,3.385,2.673,8.322,236.19,1433.49,1
08-12-2020,12,0,5,3.616,2.811,7.512,236.19,1433.49,0
09-12-2020,12,0,4,2.999,2.655,7.142,236.19,1433.49,0
10-12-2020,12,0,4,2.618,2.468,7.051,236.19,1433.49,0
11-12-2020,12,0,5,3.65,2.826,7.75,236.19,1433.49,0
12-12-2020,12,1,6,3.841,2.953,8.1,236.19,1433.49,0
13-12-2020,12,1,7,4.454,3.211,9.048,236.19,1433.49,1
14-12-2020,12,0,4,3.09,3.141,7.553,236.19,1433.49,0
15-12-2020,12,0,5,3.187,2.691,7.591,236.19,1433.49,0
16-12-2020,12,0,5,3.055,3.165,7.008,236.19,1433.49,0
17-12-2020,12,0,5,3.498,2.82,8.475,236.19,1433.49,1
18-12-2020,12,0,4,1.667,2.242,5.025,236.19,1433.49,0
19-12-2020,12,1,6,4.655,3.435,8.743,236.19,1433.49,1
20-12-2020,12,1,5,3.685,3.482,8.663,236.19,1433.49,1
21-12-2020,12,0,4,3.263,2.886,7.498,236.19,1433.49,0
22-12-2020,12,0,4,3.242,2.727,7.398,236.19,1433.49,0
23-12-2020,12,0,5,3.76,2.719,8.104,236.19,1433.49,0
24-12-2020,12,0,5,3.329,2.661,7.748,236.19,1433.49,0
25-12-2020,12,0,5,2.918,3.163,8.256,236.19,1433.49,0
26-12-2020,12,1,6,3.558,2.895,7.677,236.19,1433.49,0
27-12-2020,12,1,7,4.21,3.502,9.522,236.19,1433.49,1
28-12-2020,12,0,5,2.467,2.81,7.061,236.19,1433.49,0
29-12-2020,12,0,5,2.999,2.676,6.119,236.19,1433.49,0
30-12-2020,12,0,4,2.983,2.52,6.67,236.19,1433.49,0
31-12-2020,12,0,5,2.974,2.577,6.536,236.19,1433.49,0
01-01-2021,1,0,4,3.117,2.854,7.65,237.86,1421.31,0
02-01-2021,1,1,5,3.956,2.412,8.003,237.86,1421.31,0
03-01-2021,1,1,6,4.069,2.654,8.366,237.86,1421.31,1
04-01-2021,1,0,4,2.13,3.097,6.605,237.86,1421.31,0
05-01-2021,1,0,5,2.732,2.514,6.664,237.86,1421.31,0
06-01-2021,1,0,4,3.357,2.959,7.805,237.86,1421.31,0
07-01-2021,1,0,5,3.572,2.181,7.093,237.86,1421.31,0
08-01-2021,1,0,4,2.364,3.135,7.31,237.86,1421.31,0
09-01-2021,1,1,6,3.874,2.519,7.465,237.86,1421.31,0
10-01-2021,1,1,4,4.329,2.437,7.953,237.86,1421.31,0
11-01-2021,1,0,4,2.813,2.904,7.266,237.86,1421.31,0
12-01-2021,1,0,5,3.205,2.881,7.439,237.86,1421.31,0
13-01-2021,1,0,5,3.827,3.068,7.951,237.86,1421.31,0
14-01-2021,1,0,4,2.955,2.317,6.985,237.86,1421.31,0
15-01-2021,1,0,5,3.048,2.714,7.033,237.86,1421.31,0
16-01-2021,1,1,6,4.137,2.715,8.014,237.86,1421.31,0
17-01-2021,1,1,5,4.791,2.467,8.688,237.86,1421.31,1
18-01-2021,1,0,4,3.278,2.879,7.3,237.86,1421.31,0
19-01-2021,1,0,5,3.258,3.083,7.827,237.86,1421.31,0
20-01-2021,1,0,4,2.89,2.599,6.845,237.86,1421.31,0
21-01-2021,1,0,5,3.466,3.257,8.018,237.86,1421.31,0
22-01-2021,1,0,4,3.364,2.464,7.125,237.86,1421.31,0
23-01-2021,1,1,4,3.471,3.15,8.519,237.86,1421.31,1
24-01-2021,1,1,7,4.625,3.169,9.442,237.86,1421.31,1
25-01-2021,1,0,5,3.19,2.433,6.439,237.86,1421.31,0
26-01-2021,1,0,4,3.11,3.294,8.257,237.86,1421.31,0
27-01-2021,1,0,4,2.746,2.567,7.02,237.86,1421.31,0
28-01-2021,1,0,4,2.94,3.062,7.685,237.86,1421.31,0
29-01-2021,1,0,4,2.688,2.744,7.287,237.86,1421.31,0
30-01-2021,1,1,7,3.919,3.112,8.537,237.86,1421.31,1
31-01-2021,1,1,6,4.351,3.17,9.269,237.86,1421.31,1
01-02-2021,2,0,4,2.958,2.454,6.726,199.97,1362.12,0
02-02-2021,2,0,4,2.58,2.097,6.516,199.97,1362.12,0
03-02-2021,2,0,5,4.121,2.459,8.167,199.97,1362.12,0
04-02-2021,2,0,4,2.65,2.337,5.936,199.97,1362.12,0
05-02-2021,2,0,5,3.687,2.364,7.966,199.97,1362.12,0
06-02-2021,2,1,7,3.759,2.439,7.646,199.97,1362.12,0
07-02-2021,2,1,5,4.233,2.363,7.989,199.97,1362.12,0
08-02-2021,2,0,5,3.15,2.89,7.363,199.97,1362.12,0
09-02-2021,2,0,5,2.998,2.211,6.561,199.97,1362.12,0
10-02-2021,2,0,5,3.329,2.662,7.583,199.97,1362.12,0
11-02-2021,2,0,5,3.275,2.114,6.494,199.97,1362.12,0
